Regions,Date,Channel,Product,Sales
Asia,1/26/2024,Distributor,Certification,"6,586.00"
Asia,1/27/2024,Distributor,MIS,"5,410.00"
Asia,1/28/2024,Distributor,ERP,"3,997.00"
Asia,1/29/2024,Distributor,OTHERS,"8,070.00"
Asia,1/30/2024,Distributor,Support,"5,040.00"
North America,1/31/2024,Distributor,OS,"1,666.00"
North America,2/1/2024,Distributor,Support,"1,144.00"
Asia,2/2/2024,Distributor,MIS,"8,895.00"
Africa,2/3/2024,Distributor,OTHERS,"8,618.00"
Asia,2/4/2024,Distributor,OTHERS,"6,135.00"
North America,2/5/2024,Distributor,Cloud Service,"5,154.00"
North America,2/6/2024,Distributor,Support,"4,158.00"
North America,2/7/2024,Distributor,Certification,"3,775.00"
North America,2/8/2024,Distributor,MIS,"4,763.00"
North America,2/9/2024,Distributor,ERP,"4,272.00"
North America,2/10/2024,Distributor,OTHERS,"5,028.00"
North America,2/11/2024,Distributor,OS,"7,946.00"
Europe,2/12/2024,Direct,Certification,"6,889.00"
Asia,2/13/2024,Distributor,OS,"2,940.00"
Europe,2/14/2024,Distributor,Certification,"4,644.00"
North America,2/15/2024,Distributor,OTHERS,"1,316.00"
Asia,2/16/2024,Direct,OTHERS,"9,478.00"
Asia,2/17/2024,Direct,Support,"1,773.00"
North America,2/18/2024,Distributor,OS,"2,354.00"
North America,2/19/2024,Distributor,Cloud Service,"2,957.00"
North America,2/20/2024,Distributor,Support,"7,561.00"
Europe,2/21/2024,Distributor,Certification,"5,459.00"
Europe,2/22/2024,Distributor,MIS,"7,379.00"
North America,2/23/2024,Distributor,OTHERS,"7,001.00"
Asia,2/24/2024,Distributor,Support,"1,787.00"
Asia,2/25/2024,Distributor,ERP,"4,131.00"
Asia,2/26/2024,Direct,OS,"7,916.00"
Asia,2/27/2024,Direct,Cloud Service,"3,831.00"
Asia,2/28/2024,Distributor,OTHERS,"9,119.00"
Europe,2/29/2024,Direct,ERP,"6,289.00"
Asia,3/1/2024,Distributor,Certification,"7,744.00"
Europe,3/2/2024,Distributor,Certification,"6,309.00"
Europe,3/3/2024,Direct,ERP,"9,886.00"
North America,3/4/2024,Distributor,OTHERS,"1,195.00"
Asia,3/5/2024,Direct,Support,"8,952.00"
Asia,3/6/2024,Distributor,Support,"6,909.00"
Asia,3/7/2024,Distributor,Cloud Service,"4,598.00"
Europe,3/8/2024,Distributor,Cloud Service,"5,757.00"
Europe,3/9/2024,Distributor,Support,"3,477.00"
Asia,3/10/2024,Distributor,Support,"9,274.00"
North America,3/11/2024,Distributor,MIS,"7,143.00"
North America,3/12/2024,Distributor,OTHERS,"7,329.00"
North America,3/13/2024,Distributor,Cloud Service,"6,779.00"
North America,3/14/2024,Distributor,MIS,"5,072.00"
Europe,3/15/2024,Distributor,Certification,"1,259.00"
North America,3/16/2024,Distributor,OS,"8,518.00"
Asia,3/17/2024,Distributor,MIS,"5,106.00"
Asia,3/18/2024,Distributor,ERP,"3,288.00"
Europe,3/19/2024,Distributor,OS,"4,467.00"
Europe,3/20/2024,Distributor,Cloud Service,"1,034.00"
North America,3/21/2024,Distributor,OS,"5,522.00"
North America,3/22/2024,Distributor,Cloud Service,"9,970.00"
Europe,3/23/2024,Distributor,ERP,"3,939.00"
Europe,3/24/2024,Distributor,OS,"9,875.00"
Asia,3/25/2024,Distributor,Certification,"5,023.00"
Europe,3/26/2024,Distributor,MIS,"3,282.00"
North America,3/27/2024,Distributor,Cloud Service,"2,195.00"
North America,3/28/2024,Distributor,MIS,"6,623.00"
Africa,3/29/2024,Distributor,OTHERS,"8,877.00"
North America,3/30/2024,Distributor,Certification,"1,197.00"
North America,3/31/2024,Distributor,OTHERS,"8,819.00"
North America,4/1/2024,Distributor,Certification,"3,479.00"
Asia,4/2/2024,Distributor,Certification,"4,540.00"
North America,4/3/2024,Distributor,Certification,"7,488.00"
Europe,4/4/2024,Distributor,OTHERS,"4,879.00"
North America,4/5/2024,Distributor,ERP,"9,680.00"
North America,4/6/2024,Distributor,OTHERS,"8,347.00"
North America,4/7/2024,Distributor,OS,"7,776.00"
North America,4/8/2024,Distributor,Cloud Service,"5,138.00"
North America,4/9/2024,Distributor,Support,"9,336.00"
Europe,4/10/2024,Direct,MIS,"2,485.00"
North America,4/11/2024,Distributor,OS,"2,276.00"
Africa,4/12/2024,Distributor,OTHERS,"7,613.00"
Europe,4/13/2024,Distributor,ERP,"3,389.00"
North America,4/14/2024,Distributor,OTHERS,"2,648.00"
North America,4/15/2024,Distributor,OS,"7,520.00"
Asia,4/16/2024,Distributor,OS,"2,601.00"
Asia,4/17/2024,Distributor,Support,"6,257.00"
Europe,4/18/2024,Direct,MIS,"4,151.00"
North America,4/19/2024,Distributor,ERP,"8,779.00"
North America,4/20/2024,Direct,ERP,"8,763.00"
Europe,4/21/2024,Distributor,OS,"5,988.00"
Asia,4/22/2024,Distributor,OS,"9,224.00"
Asia,4/23/2024,Distributor,Cloud Service,"7,156.00"
Asia,4/24/2024,Distributor,Support,"5,474.00"
Asia,4/25/2024,Distributor,MIS,"6,203.00"
Europe,4/26/2024,Distributor,OTHERS,"3,668.00"
Europe,4/27/2024,Distributor,Support,"4,271.00"
North America,4/28/2024,Distributor,MIS,"7,246.00"
Europe,4/29/2024,Distributor,ERP,"8,888.00"
Europe,4/30/2024,Distributor,OTHERS,"4,049.00"
Europe,5/1/2024,Distributor,OS,"2,281.00"
Europe,5/2/2024,Distributor,MIS,"9,631.00"
North America,5/3/2024,Distributor,ERP,"6,133.00"
North America,5/4/2024,Distributor,Support,"3,113.00"
Asia,5/5/2024,Distributor,Support,"3,538.00"
Africa,5/6/2024,Cloud,OS,"7,725.00"
Africa,5/7/2024,Cloud,Cloud Service,"6,249.00"
Africa,5/8/2024,Cloud,Support,"7,192.00"
Africa,5/9/2024,Cloud,Certification,"4,503.00"
Africa,5/10/2024,Cloud,MIS,"2,053.00"
Africa,5/11/2024,Cloud,ERP,"5,308.00"
Africa,5/12/2024,Cloud,OTHERS,"7,930.00"
Africa,5/13/2024,Cloud,OS,"2,700.00"
Africa,5/14/2024,Cloud,Cloud Service,"5,352.00"
Europe,5/15/2024,Distributor,OTHERS,"7,043.00"
Europe,5/16/2024,Distributor,Support,"2,791.00"
Asia,5/17/2024,Distributor,Support,"1,374.00"
Asia,5/18/2024,Distributor,ERP,"7,540.00"
Asia,5/19/2024,Distributor,OTHERS,"8,193.00"
Asia,5/20/2024,Distributor,OS,"3,462.00"
Europe,5/21/2024,Direct,ERP,"3,211.00"
Europe,5/22/2024,Direct,OTHERS,"4,936.00"
Europe,5/23/2024,Direct,OS,"4,892.00"
Europe,5/24/2024,Direct,Cloud Service,"5,419.00"
Europe,5/25/2024,Direct,Support,"4,958.00"
Australia,5/26/2024,Distributor,Certification,"4,621.00"
Asia,5/27/2024,Distributor,Support,"7,357.00"
Asia,5/28/2024,Distributor,OTHERS,"9,686.00"
Asia,5/29/2024,Distributor,ERP,"3,014.00"
Asia,5/30/2024,Distributor,OS,"5,675.00"
Asia,5/31/2024,Distributor,Cloud Service,"9,214.00"
Asia,6/1/2024,Distributor,Support,"2,001.00"
Asia,6/2/2024,Distributor,Certification,"5,122.00"
Asia,6/3/2024,Distributor,MIS,"2,939.00"
Asia,6/4/2024,Distributor,ERP,"6,060.00"
Australia,6/5/2024,Distributor,ERP,"7,434.00"
Australia,6/6/2024,Distributor,OTHERS,"6,065.00"
Asia,6/7/2024,Distributor,OTHERS,"1,812.00"
Europe,6/8/2024,Distributor,OTHERS,"9,460.00"
Europe,6/9/2024,Distributor,OS,"4,748.00"
Europe,6/10/2024,Distributor,Cloud Service,"5,916.00"
Europe,6/11/2024,Distributor,Support,"9,603.00"
Europe,6/12/2024,Distributor,Certification,"7,410.00"
Asia,6/13/2024,Distributor,Certification,"8,702.00"
North America,6/14/2024,Distributor,OTHERS,"4,710.00"
North America,6/15/2024,Distributor,Certification,"6,868.00"
North America,6/16/2024,Distributor,OTHERS,"7,484.00"
North America,6/17/2024,Distributor,MIS,"2,782.00"
Asia,6/18/2024,Distributor,Certification,"1,624.00"
North America,6/19/2024,Distributor,ERP,"1,253.00"
Europe,6/20/2024,Distributor,MIS,"7,256.00"
North America,6/21/2024,Distributor,ERP,"5,834.00"
North America,6/22/2024,Distributor,MIS,"8,628.00"
Asia,6/23/2024,Distributor,Cloud Service,"3,303.00"
Asia,6/24/2024,Direct,Support,"3,326.00"
North America,6/25/2024,Distributor,Support,"7,405.00"
North America,6/26/2024,Distributor,Cloud Service,"3,343.00"
Australia,6/27/2024,Distributor,OTHERS,"2,867.00"
Australia,6/28/2024,Distributor,OS,"3,248.00"
Europe,6/29/2024,Distributor,Cloud Service,"4,667.00"
Europe,6/30/2024,Distributor,Support,"7,313.00"
Europe,7/1/2024,Direct,OS,"9,763.00"
Europe,7/2/2024,Distributor,OS,"1,942.00"
Asia,7/3/2024,Distributor,MIS,"1,191.00"
Asia,7/4/2024,Direct,ERP,"4,178.00"
Asia,7/5/2024,Distributor,Support,"7,532.00"
Asia,7/6/2024,Distributor,Certification,"7,689.00"
Asia,7/7/2024,Distributor,MIS,"6,942.00"
Asia,7/8/2024,Distributor,ERP,"7,328.00"
Asia,7/9/2024,Direct,ERP,"1,268.00"
Europe,7/10/2024,Direct,OTHERS,"2,672.00"
Asia,7/11/2024,Distributor,Certification,"8,364.00"
Asia,7/12/2024,Distributor,MIS,"7,417.00"
Europe,7/13/2024,Distributor,Cloud Service,"4,710.00"
Europe,7/14/2024,Distributor,Support,"9,118.00"
Europe,7/15/2024,Distributor,Certification,"7,555.00"
Europe,7/16/2024,Distributor,MIS,"8,791.00"
Europe,7/17/2024,Distributor,ERP,"4,989.00"
Europe,7/18/2024,Distributor,OTHERS,"7,475.00"
North America,7/19/2024,Distributor,Cloud Service,"2,120.00"
Asia,7/20/2024,Distributor,OS,"1,257.00"
Asia,7/21/2024,Distributor,Certification,"8,736.00"
Europe,7/22/2024,Direct,ERP,"9,773.00"
Asia,7/23/2024,Distributor,ERP,"2,454.00"
Europe,7/24/2024,Distributor,Support,"3,820.00"
Asia,7/25/2024,Direct,MIS,"3,467.00"
Australia,7/26/2024,Distributor,Cloud Service,"5,218.00"
Australia,7/27/2024,Distributor,Support,"5,877.00"
Australia,7/28/2024,Distributor,Certification,"8,973.00"
Australia,7/29/2024,Distributor,MIS,"8,562.00"
Australia,7/30/2024,Distributor,ERP,"7,345.00"
Australia,7/31/2024,Distributor,OTHERS,"5,269.00"
North America,8/1/2024,Distributor,MIS,"9,917.00"
Asia,8/2/2024,Distributor,ERP,"8,442.00"
Europe,8/3/2024,Distributor,OS,"8,559.00"
Australia,8/4/2024,Direct,Support,"9,596.00"
Europe,8/5/2024,Direct,ERP,"3,560.00"
Europe,8/6/2024,Direct,Certification,"4,991.00"
Europe,8/7/2024,Direct,Cloud Service,"7,678.00"
Europe,8/8/2024,Distributor,OS,"9,958.00"
North America,8/9/2024,Distributor,Certification,"9,500.00"
Asia,8/10/2024,Distributor,Certification,"4,627.00"
Asia,8/11/2024,Distributor,MIS,"6,200.00"
Asia,8/12/2024,Distributor,Support,"8,661.00"
Asia,8/13/2024,Distributor,Certification,"9,278.00"
Asia,8/14/2024,Distributor,OTHERS,"6,918.00"
Asia,8/15/2024,Distributor,Certification,"4,339.00"
Asia,8/16/2024,Distributor,MIS,"1,073.00"
Asia,8/17/2024,Distributor,ERP,"2,068.00"
Asia,8/18/2024,Distributor,OTHERS,"5,094.00"
Europe,8/19/2024,Distributor,OS,"1,556.00"
Asia,8/20/2024,Distributor,Support,"6,977.00"
Asia,8/21/2024,Distributor,OTHERS,"3,621.00"
Africa,8/22/2024,Distributor,Cloud Service,"4,318.00"
Asia,8/23/2024,Distributor,Support,"7,204.00"
Asia,8/24/2024,Distributor,ERP,"7,439.00"
Asia,8/25/2024,Distributor,Support,"8,717.00"
Asia,8/26/2024,Distributor,Certification,"3,123.00"
North America,8/27/2024,Distributor,Support,"5,115.00"
North America,8/28/2024,Distributor,Certification,"8,243.00"
Asia,8/29/2024,Distributor,OS,"9,615.00"
Asia,8/30/2024,Distributor,Cloud Service,"9,994.00"
Asia,8/31/2024,Distributor,OTHERS,"6,474.00"
Asia,9/1/2024,Distributor,OTHERS,"8,310.00"
Asia,9/2/2024,Distributor,OS,"5,971.00"
Asia,9/3/2024,Distributor,Cloud Service,"3,660.00"
Europe,9/4/2024,Distributor,OTHERS,"3,025.00"
North America,9/5/2024,Distributor,OS,"3,580.00"
Asia,9/6/2024,Distributor,ERP,"5,499.00"
Asia,9/7/2024,Distributor,OTHERS,"3,335.00"
Europe,9/8/2024,Direct,ERP,"3,788.00"
Asia,9/9/2024,Distributor,Support,"7,335.00"
Asia,9/10/2024,Distributor,Cloud Service,"2,173.00"
Asia,9/11/2024,Distributor,OS,"4,752.00"
Europe,9/12/2024,Distributor,OTHERS,"7,708.00"
Asia,9/13/2024,Distributor,OS,"1,973.00"
Asia,9/14/2024,Distributor,Cloud Service,"1,180.00"
Asia,9/15/2024,Distributor,Support,"7,595.00"
North America,9/16/2024,Distributor,Certification,"1,337.00"
Asia,9/17/2024,Distributor,Cloud Service,"6,895.00"
Asia,9/18/2024,Distributor,Support,"3,882.00"
Asia,9/19/2024,Distributor,Certification,"8,602.00"
Europe,9/20/2024,Distributor,OTHERS,"1,512.00"
Asia,9/21/2024,Distributor,ERP,"8,198.00"
Asia,9/22/2024,Distributor,OTHERS,"3,017.00"
Asia,9/23/2024,Distributor,Certification,"3,430.00"
North America,9/24/2024,Distributor,Support,"4,139.00"
North America,9/25/2024,Distributor,OTHERS,"4,609.00"
Europe,9/26/2024,Distributor,OTHERS,"9,017.00"
North America,9/27/2024,Distributor,MIS,"9,101.00"
North America,9/28/2024,Distributor,ERP,"9,714.00"
Asia,9/29/2024,Distributor,MIS,"8,189.00"
Asia,9/30/2024,Distributor,OS,"4,810.00"
Europe,10/1/2024,Distributor,Cloud Service,"4,721.00"
Europe,10/2/2024,Distributor,ERP,"2,879.00"
Europe,10/3/2024,Distributor,OTHERS,"1,110.00"
Europe,10/4/2024,Distributor,OS,"3,715.00"
Europe,10/5/2024,Distributor,Cloud Service,"3,990.00"
Europe,10/6/2024,Distributor,Support,"1,372.00"
Europe,10/7/2024,Distributor,Certification,"6,035.00"
Asia,10/8/2024,Distributor,OTHERS,"1,081.00"
Asia,10/9/2024,Distributor,OS,"3,910.00"
Asia,10/10/2024,Direct,Cloud Service,"5,999.00"
North America,10/11/2024,Distributor,OTHERS,"1,371.00"
Asia,10/12/2024,Distributor,ERP,"5,124.00"
North America,10/13/2024,Distributor,MIS,"1,014.00"
Australia,10/14/2024,Distributor,Cloud Service,"2,861.00"
Africa,10/15/2024,Direct,Certification,"6,042.00"
Africa,10/16/2024,Direct,MIS,"3,004.00"
Africa,10/17/2024,Direct,ERP,"9,384.00"
South America,10/18/2024,Distributor,Cloud Service,"2,914.00"
South America,10/19/2024,Distributor,Support,"3,175.00"
Asia,10/20/2024,Distributor,MIS,"5,606.00"
Asia,10/21/2024,Distributor,ERP,"7,705.00"
Asia,10/22/2024,Distributor,OTHERS,"1,076.00"
Asia,10/23/2024,Distributor,OS,"6,556.00"
Europe,10/24/2024,Distributor,OS,"3,559.00"
Asia,10/25/2024,Distributor,Support,"3,620.00"
Asia,10/26/2024,Distributor,Cloud Service,"3,539.00"
Asia,10/27/2024,Distributor,Certification,"4,527.00"
Asia,10/28/2024,Distributor,MIS,"9,073.00"
Asia,10/29/2024,Distributor,ERP,"5,664.00"
Asia,10/30/2024,Distributor,OTHERS,"7,626.00"
Asia,10/31/2024,Distributor,OS,"2,489.00"
Asia,11/1/2024,Distributor,Cloud Service,"2,788.00"
Asia,11/2/2024,Distributor,OS,"4,149.00"
Asia,11/3/2024,Distributor,ERP,"4,527.00"
Asia,11/4/2024,Distributor,OTHERS,"1,095.00"
Asia,11/5/2024,Distributor,Support,"1,423.00"
Asia,11/6/2024,Distributor,Certification,"2,489.00"
Asia,11/7/2024,Distributor,MIS,"9,532.00"
Asia,11/8/2024,Distributor,ERP,"4,740.00"
Asia,11/9/2024,Distributor,OTHERS,"8,226.00"
Asia,11/10/2024,Distributor,OS,"6,534.00"
Asia,11/11/2024,Distributor,Cloud Service,"4,879.00"
Asia,11/12/2024,Distributor,Support,"9,966.00"
North America,11/13/2024,Distributor,Support,"5,314.00"
Asia,11/14/2024,Distributor,Certification,"4,708.00"
Asia,11/15/2024,Distributor,MIS,"2,230.00"
Asia,11/16/2024,Distributor,ERP,"5,943.00"
Asia,11/17/2024,Distributor,OTHERS,"8,870.00"
North America,11/18/2024,Distributor,MIS,"4,909.00"
Europe,11/19/2024,Direct,ERP,"6,839.00"
Asia,11/20/2024,Distributor,MIS,"5,313.00"
Asia,11/21/2024,Distributor,ERP,"2,718.00"
Asia,11/22/2024,Distributor,OS,"9,353.00"
Asia,11/23/2024,Distributor,Certification,"5,900.00"
Asia,11/24/2024,Distributor,Support,"4,249.00"
Asia,11/25/2024,Distributor,Certification,"4,275.00"
Asia,11/26/2024,Distributor,MIS,"8,821.00"
Asia,11/27/2024,Distributor,ERP,"3,234.00"
Asia,11/28/2024,Distributor,OTHERS,"4,779.00"
Asia,11/29/2024,Direct,OS,"6,023.00"
North America,11/30/2024,Distributor,Support,"6,058.00"
North America,12/1/2024,Distributor,Certification,"4,411.00"
Asia,12/2/2024,Distributor,Cloud Service,"1,073.00"
Europe,12/3/2024,Direct,Certification,"1,630.00"
Asia,12/4/2024,Distributor,MIS,"4,364.00"
Asia,12/5/2024,Distributor,ERP,"8,662.00"
Asia,12/6/2024,Distributor,OTHERS,"7,630.00"
Asia,12/7/2024,Distributor,Certification,"2,609.00"
North America,12/8/2024,Distributor,OTHERS,"1,811.00"
North America,12/9/2024,Distributor,MIS,"9,425.00"
North America,12/10/2024,Distributor,ERP,"8,000.00"
North America,12/11/2024,Distributor,OTHERS,"3,905.00"
North America,12/12/2024,Distributor,OS,"7,883.00"
North America,12/13/2024,Distributor,Cloud Service,"5,200.00"
North America,12/14/2024,Distributor,Support,"1,021.00"
Europe,12/15/2024,Direct,Certification,"4,154.00"
North America,12/16/2024,Distributor,ERP,"1,730.00"
North America,12/17/2024,Distributor,OTHERS,"4,431.00"
Asia,12/18/2024,Distributor,Cloud Service,"1,284.00"
Asia,12/19/2024,Distributor,Support,"5,423.00"
Asia,12/20/2024,Distributor,Certification,"2,735.00"
Asia,12/21/2024,Distributor,MIS,"8,531.00"
Asia,12/22/2024,Direct,Support,"9,919.00"
Asia,12/23/2024,Distributor,ERP,"2,123.00"
Asia,12/24/2024,Distributor,OTHERS,"7,492.00"
Asia,12/25/2024,Distributor,OS,"2,760.00"
Asia,12/26/2024,Distributor,Cloud Service,"7,654.00"
Asia,12/27/2024,Distributor,Support,"4,457.00"
Asia,12/28/2024,Distributor,Certification,"1,865.00"
Asia,12/29/2024,Distributor,MIS,"3,657.00"
Asia,12/30/2024,Distributor,ERP,"6,502.00"
Australia,12/31/2024,Distributor,Cloud Service,"2,177.00"
Asia,1/1/2024,Distributor,OS,"7,309.00"
Asia,1/2/2024,Distributor,Cloud Service,"5,848.00"
Asia,1/3/2024,Distributor,MIS,"3,336.00"
Asia,1/4/2024,Distributor,ERP,"8,687.00"
Asia,1/5/2024,Distributor,OTHERS,"4,203.00"
Asia,1/6/2024,Distributor,OS,"5,610.00"
North America,1/7/2024,Distributor,MIS,"1,121.00"
Asia,1/8/2024,Distributor,Certification,"6,464.00"
North America,1/9/2024,Direct,Cloud Service,"5,566.00"
Europe,1/10/2024,Distributor,OS,"1,300.00"
Asia,1/11/2024,Distributor,Cloud Service,"3,513.00"
Asia,1/12/2024,Distributor,Support,"2,631.00"
Asia,1/13/2024,Distributor,Certification,"2,137.00"
Asia,1/14/2024,Distributor,MIS,"7,809.00"
Asia,1/15/2024,Distributor,ERP,"9,110.00"
Asia,1/16/2024,Distributor,OS,"4,013.00"
Asia,1/17/2024,Distributor,Cloud Service,"7,498.00"
Asia,1/18/2024,Distributor,Support,"7,534.00"
Asia,1/19/2024,Distributor,OS,"1,640.00"
Asia,1/20/2024,Distributor,Cloud Service,"1,382.00"
North America,1/21/2024,Distributor,Certification,"1,561.00"
Asia,1/22/2024,Distributor,ERP,"5,988.00"
Asia,1/23/2024,Distributor,OTHERS,"4,030.00"
Asia,1/24/2024,Distributor,OS,"4,726.00"
Asia,1/25/2024,Distributor,Cloud Service,"2,547.00"
Asia,1/26/2024,Distributor,Support,"3,022.00"
Asia,1/27/2024,Distributor,Certification,"5,326.00"
Asia,1/28/2024,Distributor,MIS,"2,264.00"
North America,1/29/2024,Distributor,MIS,"9,254.00"
North America,1/30/2024,Distributor,Cloud Service,"8,847.00"
Europe,1/31/2024,Distributor,Support,"6,174.00"
North America,2/1/2024,Distributor,ERP,"1,652.00"
North America,2/2/2024,Distributor,OS,"1,271.00"
Asia,2/3/2024,Distributor,Certification,"3,456.00"
Asia,2/4/2024,Distributor,MIS,"3,704.00"
Asia,2/5/2024,Distributor,OTHERS,"8,240.00"
Asia,2/6/2024,Distributor,OS,"7,595.00"
North America,2/7/2024,Distributor,Cloud Service,"2,837.00"
North America,2/8/2024,Distributor,MIS,"7,359.00"
Asia,2/9/2024,Distributor,OTHERS,"9,557.00"
Asia,2/10/2024,Distributor,Cloud Service,"2,927.00"
Asia,2/11/2024,Distributor,Support,"3,320.00"
Asia,2/12/2024,Distributor,Support,"9,504.00"
Asia,2/13/2024,Distributor,OTHERS,"2,177.00"
North America,2/14/2024,Distributor,OS,"1,873.00"
Asia,2/15/2024,Distributor,ERP,"2,744.00"
Asia,2/16/2024,Distributor,OTHERS,"2,369.00"
Asia,2/17/2024,Distributor,OTHERS,"5,974.00"
Asia,2/18/2024,Direct,Cloud Service,"7,125.00"
Asia,2/19/2024,Distributor,MIS,"4,704.00"
North America,2/20/2024,Distributor,MIS,"6,242.00"
Asia,2/21/2024,Distributor,OS,"5,324.00"
Asia,2/22/2024,Distributor,ERP,"2,683.00"
Asia,2/23/2024,Distributor,Cloud Service,"6,970.00"
Asia,2/24/2024,Distributor,ERP,"3,589.00"
Asia,2/25/2024,Distributor,OTHERS,"8,248.00"
North America,2/26/2024,Distributor,Support,"5,160.00"
Asia,2/27/2024,Distributor,Certification,"7,355.00"
Asia,2/28/2024,Distributor,Certification,"2,248.00"
Europe,2/29/2024,Distributor,MIS,"4,580.00"
Asia,3/1/2024,Distributor,MIS,"6,170.00"
North America,3/2/2024,Distributor,MIS,"2,684.00"
Europe,3/3/2024,Distributor,MIS,"7,641.00"
Europe,3/4/2024,Distributor,ERP,"9,251.00"
Asia,3/5/2024,Distributor,MIS,"5,922.00"
North America,3/6/2024,Distributor,Support,"7,275.00"
North America,3/7/2024,Distributor,ERP,"8,446.00"
North America,3/8/2024,Distributor,OTHERS,"3,419.00"
North America,3/9/2024,Distributor,OS,"1,127.00"
North America,3/10/2024,Distributor,Cloud Service,"6,255.00"
North America,3/11/2024,Distributor,Support,"2,112.00"
North America,3/12/2024,Distributor,Certification,"9,781.00"
North America,3/13/2024,Distributor,Certification,"9,498.00"
Asia,3/14/2024,Direct,ERP,"8,397.00"
North America,3/15/2024,Distributor,ERP,"2,090.00"
Asia,3/16/2024,Distributor,Cloud Service,"3,558.00"
Asia,3/17/2024,Distributor,Certification,"7,201.00"
North America,3/18/2024,Distributor,Certification,"9,607.00"
Asia,3/19/2024,Distributor,OS,"3,673.00"
Asia,3/20/2024,Distributor,Cloud Service,"9,844.00"
Asia,3/21/2024,Distributor,Support,"5,842.00"
Asia,3/22/2024,Distributor,Certification,"9,110.00"
Asia,3/23/2024,Distributor,MIS,"3,913.00"
Asia,3/24/2024,Distributor,OS,"5,724.00"
Asia,3/25/2024,Distributor,Cloud Service,"6,694.00"
Asia,3/26/2024,Distributor,OS,"2,428.00"
Asia,3/27/2024,Distributor,OS,"4,153.00"
Europe,3/28/2024,Distributor,OTHERS,"3,301.00"
Europe,3/29/2024,Distributor,OS,"6,170.00"
Europe,3/30/2024,Distributor,Cloud Service,"8,686.00"
Europe,3/31/2024,Distributor,Support,"2,336.00"
Asia,4/1/2024,Distributor,OTHERS,"3,108.00"
Asia,4/2/2024,Distributor,OS,"3,751.00"
Asia,4/3/2024,Distributor,OTHERS,"8,392.00"
Europe,4/4/2024,Direct,Certification,"9,398.00"
Asia,4/5/2024,Distributor,MIS,"4,597.00"
Asia,4/6/2024,Distributor,Support,"8,916.00"
Asia,4/7/2024,Distributor,ERP,"8,886.00"
Asia,4/8/2024,Distributor,Cloud Service,"9,738.00"
Asia,4/9/2024,Distributor,Support,"6,369.00"
Africa,4/10/2024,Direct,Cloud Service,"5,887.00"
Asia,4/11/2024,Distributor,OTHERS,"3,774.00"
Asia,4/12/2024,Distributor,OS,"6,974.00"
Asia,4/13/2024,Direct,Certification,"3,548.00"
Europe,4/14/2024,Distributor,Certification,"2,414.00"
Europe,4/15/2024,Distributor,MIS,"6,279.00"
Europe,4/16/2024,Distributor,ERP,"6,923.00"
Europe,4/17/2024,Distributor,OTHERS,"6,257.00"
Europe,4/18/2024,Distributor,OS,"4,157.00"
Europe,4/19/2024,Distributor,Cloud Service,"3,171.00"
Europe,4/20/2024,Distributor,Support,"7,027.00"
Europe,4/21/2024,Distributor,Certification,"7,414.00"
Europe,4/22/2024,Distributor,Cloud Service,"9,673.00"
Asia,4/23/2024,Distributor,MIS,"9,064.00"
Europe,4/24/2024,Distributor,OS,"2,261.00"
North America,4/25/2024,Distributor,Cloud Service,"7,246.00"
North America,4/26/2024,Distributor,Support,"3,439.00"
Asia,4/27/2024,Distributor,ERP,"5,186.00"
Asia,4/28/2024,Distributor,OTHERS,"5,872.00"
Asia,4/29/2024,Distributor,OS,"7,713.00"
Asia,4/30/2024,Distributor,Cloud Service,"2,853.00"
Asia,5/1/2024,Distributor,Certification,"6,419.00"
Asia,5/2/2024,Distributor,MIS,"2,186.00"
Asia,5/3/2024,Distributor,ERP,"6,730.00"
Asia,5/4/2024,Distributor,MIS,"3,597.00"
Asia,5/5/2024,Distributor,OTHERS,"6,269.00"
North America,5/6/2024,Distributor,Support,"3,127.00"
North America,5/7/2024,Distributor,Certification,"8,526.00"
Asia,5/8/2024,Distributor,OTHERS,"3,374.00"
Asia,5/9/2024,Distributor,Support,"9,686.00"
North America,5/10/2024,Distributor,ERP,"6,980.00"
Asia,5/11/2024,Distributor,Support,"3,659.00"
North America,5/12/2024,Distributor,MIS,"5,530.00"
North America,5/13/2024,Distributor,ERP,"5,111.00"
Asia,5/14/2024,Direct,OS,"7,454.00"
Asia,5/15/2024,Distributor,OTHERS,"3,241.00"
Asia,5/16/2024,Distributor,OS,"1,715.00"
Asia,5/17/2024,Distributor,MIS,"7,892.00"
Asia,5/18/2024,Distributor,ERP,"4,044.00"
Asia,5/19/2024,Distributor,OTHERS,"5,702.00"
Asia,5/20/2024,Distributor,OS,"1,352.00"
Asia,5/21/2024,Distributor,Cloud Service,"3,263.00"
Europe,5/22/2024,Direct,Support,"4,229.00"
Europe,5/23/2024,Direct,Certification,"4,965.00"
Europe,5/24/2024,Direct,MIS,"8,353.00"
Europe,5/25/2024,Direct,ERP,"6,429.00"
Europe,5/26/2024,Direct,OTHERS,"5,116.00"
Europe,5/27/2024,Direct,OS,"6,284.00"
North America,5/28/2024,Direct,Support,"9,221.00"
Europe,5/29/2024,Direct,Certification,"9,868.00"
Asia,5/30/2024,Distributor,ERP,"4,704.00"
Asia,5/31/2024,Distributor,OS,"4,088.00"
Europe,6/1/2024,Distributor,Support,"9,410.00"
North America,6/2/2024,Distributor,Support,"4,897.00"
Europe,6/3/2024,Distributor,ERP,"5,078.00"
Europe,6/4/2024,Distributor,OTHERS,"4,102.00"
